period,count
1998-06-24 09:02:00,18438
1998-06-24 09:03:00,18299
1998-06-24 09:04:00,18408
1998-06-24 09:05:00,19165
1998-06-24 09:06:00,19210
1998-06-24 09:07:00,19475
1998-06-24 09:08:00,18798
1998-06-24 09:09:00,18945
1998-06-24 09:10:00,19446
1998-06-24 09:11:00,19068
1998-06-24 09:12:00,18544
1998-06-24 09:13:00,18551
1998-06-24 09:14:00,19066
1998-06-24 09:15:00,18515
1998-06-24 09:16:00,17457
1998-06-24 09:17:00,17546
1998-06-24 09:18:00,18365
1998-06-24 09:19:00,18188
1998-06-24 09:20:00,18104
1998-06-24 09:21:00,17494
1998-06-24 09:22:00,18412
1998-06-24 09:23:00,16861
1998-06-24 09:24:00,16757
1998-06-24 09:25:00,17326
1998-06-24 09:26:00,18079
1998-06-24 09:27:00,17652
1998-06-24 09:28:00,18361
1998-06-24 09:29:00,17581
1998-06-24 09:30:00,18191
1998-06-24 09:31:00,17926
1998-06-24 09:32:00,18010
1998-06-24 09:33:00,18078
1998-06-24 09:34:00,18519
1998-06-24 09:35:00,17358
1998-06-24 09:36:00,17629
1998-06-24 09:37:00,17886
1998-06-24 09:38:00,17973
1998-06-24 09:39:00,17863
1998-06-24 09:40:00,18785
1998-06-24 09:41:00,17196
1998-06-24 09:42:00,16442
1998-06-24 09:43:00,17412
1998-06-24 09:44:00,17027
1998-06-24 09:45:00,16459
1998-06-24 09:46:00,17006
1998-06-24 09:47:00,17112
1998-06-24 09:48:00,16775
1998-06-24 09:49:00,18074
1998-06-24 09:50:00,17421
1998-06-24 09:51:00,16203
1998-06-24 09:52:00,16142
1998-06-24 09:53:00,16780
1998-06-24 09:54:00,16417
1998-06-24 09:55:00,17232
1998-06-24 09:56:00,16671
1998-06-24 09:57:00,16747
1998-06-24 09:58:00,16302
1998-06-24 09:59:00,15842
1998-06-24 10:00:00,16635
1998-06-24 10:01:00,16975
1998-06-24 10:02:00,17205
1998-06-24 10:03:00,16855
1998-06-24 10:04:00,16307
1998-06-24 10:05:00,16906
1998-06-24 10:06:00,17545
1998-06-24 10:07:00,16951
1998-06-24 10:08:00,17379
1998-06-24 10:09:00,17301
1998-06-24 10:10:00,16696
1998-06-24 10:11:00,17458
1998-06-24 10:12:00,17978
1998-06-24 10:13:00,16871
1998-06-24 10:14:00,17077
1998-06-24 10:15:00,17855
1998-06-24 10:16:00,17809
1998-06-24 10:17:00,17524
1998-06-24 10:18:00,17759
1998-06-24 10:19:00,17804
1998-06-24 10:20:00,18137
1998-06-24 10:21:00,17322
1998-06-24 10:22:00,18254
1998-06-24 10:23:00,17322
1998-06-24 10:24:00,17267
1998-06-24 10:25:00,18239
1998-06-24 10:26:00,18419
1998-06-24 10:27:00,17692
1998-06-24 10:28:00,17820
1998-06-24 10:29:00,18478
1998-06-24 10:30:00,18370
1998-06-24 10:31:00,17310
1998-06-24 10:32:00,17048
1998-06-24 10:33:00,17710
1998-06-24 10:34:00,19020
1998-06-24 10:35:00,19017
1998-06-24 10:36:00,18684
1998-06-24 10:37:00,17693
1998-06-24 10:38:00,17392
1998-06-24 10:39:00,17853
1998-06-24 10:40:00,17723
1998-06-24 10:41:00,17936
1998-06-24 10:42:00,18534
1998-06-24 10:43:00,17197
1998-06-24 10:44:00,17369
1998-06-24 10:45:00,17098
1998-06-24 10:46:00,16366
1998-06-24 10:47:00,19012
1998-06-24 10:48:00,20186
1998-06-24 10:49:00,18793
1998-06-24 10:50:00,19372
1998-06-24 10:51:00,17927
1998-06-24 10:52:00,18737
1998-06-24 10:53:00,17979
1998-06-24 10:54:00,17767
1998-06-24 10:55:00,19502
1998-06-24 10:56:00,18955
1998-06-24 10:57:00,18393
1998-06-24 10:58:00,17896
1998-06-24 10:59:00,17474
1998-06-24 11:00:00,18273
1998-06-24 11:01:00,17573
1998-06-24 11:02:00,17164
1998-06-24 11:03:00,17253
1998-06-24 11:04:00,16974
1998-06-24 11:05:00,19246
1998-06-24 11:06:00,19077
1998-06-24 11:07:00,17826
1998-06-24 11:08:00,18860
1998-06-24 11:09:00,19123
1998-06-24 11:10:00,19650
1998-06-24 11:11:00,18550
1998-06-24 11:12:00,17869
1998-06-24 11:13:00,17759
1998-06-24 11:14:00,19631
1998-06-24 11:15:00,19186
1998-06-24 11:16:00,19650
1998-06-24 11:17:00,20394
1998-06-24 11:18:00,19268
1998-06-24 11:19:00,18962
1998-06-24 11:20:00,19520
1998-06-24 11:21:00,19555
1998-06-24 11:22:00,19648
1998-06-24 11:23:00,19439
1998-06-24 11:24:00,19234
1998-06-24 11:25:00,19602
1998-06-24 11:26:00,19684
1998-06-24 11:27:00,20045
1998-06-24 11:28:00,20007
1998-06-24 11:29:00,19500
1998-06-24 11:30:00,19584
1998-06-24 11:31:00,19795
1998-06-24 11:32:00,20908
1998-06-24 11:33:00,20393
1998-06-24 11:34:00,20203
1998-06-24 11:35:00,20426
1998-06-24 11:36:00,19404
1998-06-24 11:37:00,20838
1998-06-24 11:38:00,19227
1998-06-24 11:39:00,19786
1998-06-24 11:40:00,19682
1998-06-24 11:41:00,20392
1998-06-24 11:42:00,19021
1998-06-24 11:43:00,20509
1998-06-24 11:44:00,20700
1998-06-24 11:45:00,20415
1998-06-24 11:46:00,20911
1998-06-24 11:47:00,20982
1998-06-24 11:48:00,20021
1998-06-24 11:49:00,21479
1998-06-24 11:50:00,21807
1998-06-24 11:51:00,21916
1998-06-24 11:52:00,21360
1998-06-24 11:53:00,21075
1998-06-24 11:54:00,21886
1998-06-24 11:55:00,20862
1998-06-24 11:56:00,21207
1998-06-24 11:57:00,20693
1998-06-24 11:58:00,21706
1998-06-24 11:59:00,21104
1998-06-24 12:00:00,20838
1998-06-24 12:01:00,21167
1998-06-24 12:02:00,21539
1998-06-24 12:03:00,21301
1998-06-24 12:04:00,20708
1998-06-24 12:05:00,21450
1998-06-24 12:06:00,21476
1998-06-24 12:07:00,21932
1998-06-24 12:08:00,22401
1998-06-24 12:09:00,22175
1998-06-24 12:10:00,22542
1998-06-24 12:11:00,21527
1998-06-24 12:12:00,21445
1998-06-24 12:13:00,22246
1998-06-24 12:14:00,22182
1998-06-24 12:15:00,20943
1998-06-24 12:16:00,21379
1998-06-24 12:17:00,22308
1998-06-24 12:18:00,21784
1998-06-24 12:19:00,22346
1998-06-24 12:20:00,23422
1998-06-24 12:21:00,22158
1998-06-24 12:22:00,22894
1998-06-24 12:23:00,24451
1998-06-24 12:24:00,23463
1998-06-24 12:25:00,22667
1998-06-24 12:26:00,22312
1998-06-24 12:27:00,23676
1998-06-24 12:28:00,23725
1998-06-24 12:29:00,24461
1998-06-24 12:30:00,23986
1998-06-24 12:31:00,24353
1998-06-24 12:32:00,24236
1998-06-24 12:33:00,23270
1998-06-24 12:34:00,25083
1998-06-24 12:35:00,24458
1998-06-24 12:36:00,24866
1998-06-24 12:37:00,25449
1998-06-24 12:38:00,25502
1998-06-24 12:39:00,24791
1998-06-24 12:40:00,25157
1998-06-24 12:41:00,23941
1998-06-24 12:42:00,24508
1998-06-24 12:43:00,24135
1998-06-24 12:44:00,25605
1998-06-24 12:45:00,24723
1998-06-24 12:46:00,25928
1998-06-24 12:47:00,26769
1998-06-24 12:48:00,26269
1998-06-24 12:49:00,26609
1998-06-24 12:50:00,25892
1998-06-24 12:51:00,25850
1998-06-24 12:52:00,25537
1998-06-24 12:53:00,23492
1998-06-24 12:54:00,24789
1998-06-24 12:55:00,26065
1998-06-24 12:56:00,26429
1998-06-24 12:57:00,26286
1998-06-24 12:58:00,28001
1998-06-24 12:59:00,27289
1998-06-24 13:00:00,26785
1998-06-24 13:01:00,27948
1998-06-24 13:02:00,28354
1998-06-24 13:03:00,26501
1998-06-24 13:04:00,25955
1998-06-24 13:05:00,27063
1998-06-24 13:06:00,27177
1998-06-24 13:07:00,28501
1998-06-24 13:08:00,28734
1998-06-24 13:09:00,26510
1998-06-24 13:10:00,27134
1998-06-24 13:11:00,27573
1998-06-24 13:12:00,28322
1998-06-24 13:13:00,28330
1998-06-24 13:14:00,29858
1998-06-24 13:15:00,29759
1998-06-24 13:16:00,29232
1998-06-24 13:17:00,28699
1998-06-24 13:18:00,29437
1998-06-24 13:19:00,28406
1998-06-24 13:20:00,29273
1998-06-24 13:21:00,29465
1998-06-24 13:22:00,30099
1998-06-24 13:23:00,30703
1998-06-24 13:24:00,29196
1998-06-24 13:25:00,30164
1998-06-24 13:26:00,31493
1998-06-24 13:27:00,30192
1998-06-24 13:28:00,29734
1998-06-24 13:29:00,29719
1998-06-24 13:30:00,29759
1998-06-24 13:31:00,29630
1998-06-24 13:32:00,29845
1998-06-24 13:33:00,30463
1998-06-24 13:34:00,30330
1998-06-24 13:35:00,30466
1998-06-24 13:36:00,29579
1998-06-24 13:37:00,30330
1998-06-24 13:38:00,29753
1998-06-24 13:39:00,30056
1998-06-24 13:40:00,31986
1998-06-24 13:41:00,30746
1998-06-24 13:42:00,30496
1998-06-24 13:43:00,31665
1998-06-24 13:44:00,31961
1998-06-24 13:45:00,30033
1998-06-24 13:46:00,32246
1998-06-24 13:47:00,33733
1998-06-24 13:48:00,32715
1998-06-24 13:49:00,31847
1998-06-24 13:50:00,31968
1998-06-24 13:51:00,33998
1998-06-24 13:52:00,33523
1998-06-24 13:53:00,36035
1998-06-24 13:54:00,35431
1998-06-24 13:55:00,35169
1998-06-24 13:56:00,37503
1998-06-24 13:57:00,38917
1998-06-24 13:58:00,38814
1998-06-24 13:59:00,39912
1998-06-24 14:00:00,45031
1998-06-24 14:01:00,47253
1998-06-24 14:02:00,51130
1998-06-24 14:03:00,51689
1998-06-24 14:04:00,56672
1998-06-24 14:05:00,57239
1998-06-24 14:06:00,60949
1998-06-24 14:07:00,62634
1998-06-24 14:08:00,63491
1998-06-24 14:09:00,65955
1998-06-24 14:10:00,66971
1998-06-24 14:11:00,67583
1998-06-24 14:12:00,70734
1998-06-24 14:13:00,74239
1998-06-24 14:14:00,75213
1998-06-24 14:15:00,75830
1998-06-24 14:16:00,78229
1998-06-24 14:17:00,79441
1998-06-24 14:18:00,78203
1998-06-24 14:19:00,81691
1998-06-24 14:20:00,81534
1998-06-24 14:21:00,83703
1998-06-24 14:22:00,86763
1998-06-24 14:23:00,87666
1998-06-24 14:24:00,93017
1998-06-24 14:25:00,90441
1998-06-24 14:26:00,92169
1998-06-24 14:27:00,91378
1998-06-24 14:28:00,91728
1998-06-24 14:29:00,94031
1998-06-24 14:30:00,94432
1998-06-24 14:31:00,94525
1998-06-24 14:32:00,91038
1998-06-24 14:33:00,92903
